Hybridization REF	TCGA-AP-A05J-01A-11R-A00V-07
ATAD2B	0.774375
ARHGAP17	-0.0668
KCNIP3	1.3255
SFPQ	0.864375
GFRA4	0.801
AKR1B10	-1.064625
TIGD6	0.185166666666667
RGS16	2.421375
URB1	-0.0168333333333334
OR4C46	0.2685
TOP3B	-0.23425
NFATC4	0.702
CA14	-2.96975
BMPR1A	1.48383333333333
SNRP70	0.022875
PRL	0.935083333333333
C6orf130	-1.25025
STAG2	-0.2575
CD55	-0.9355
RPS23	0.8495
SSX2	-1.2018
FDPSL2A	0.00475
FBXO27	1.346
SYNGR3	0.191666666666667
TMSL3	1.69075
EML1	-1.2875
NUP93	-0.313416666666667
SMAD3	-0.2954
KIAA1189	-0.1515
HNRPUL2	1.78116666666667
TBC1D12	0.624833333333333
C16orf24	1.008
MRVI1	1.72683333333333
ZNF581	0.247333333333333
ELOVL3	0.553
OR51Q1	-0.10175
CACNB3	2.1735
GALNT13	-0.364625
C10orf84	1.8853125
NEDD4	-3.2381
SPO11	-1.036
OR5AU1	0.751
NEK4	0.202928571428571
PRKAR2A	-0.414
IHPK1	0.222166666666667
ATP6V0B	-0.311875
CACNA1E	1.0405
CEACAM8	-0.225666666666667
PEX14	0.243
FLJ12993	-0.984
ZBTB38	-0.374083333333333
PCTK2	-0.459833333333333
LRRC16	0.7202
FBLIM1	1.32266666666667
FYCO1	0.3995
RP5-1022P6.2	0.16825
CMTM1	0.701833333333333
PLTP	2.56233333333333
RAPH1	-0.288375
DOCK8	0.243625
EZH2	-0.698466666666667
SLC25A1	-0.503833333333333
PLEKHB1	1.3503
GRB7	1.2769
ZFP37	-0.258
MRPL33	-0.53475
PELO	-1.76375
ARMC1	-1.14145454545455
C9orf27	0.70825
FLJ25778	-0.4785
C9orf37	-0.411
TMEM66	-2.42175
SPRN	0.23625
HBEGF	-0.44225
PI4KA	-0.817
LEPRE1	-0.17775
POU2AF1	-6.446125
MRPL12	1.49133333333333
REP15	1.3715
ZC3H3	1.09425
RASAL1	3.18925
DDAH1	1.337
ACBD5	-0.549
TMC2	-0.1435
CCDC137	1.1155
SAMD13	-0.7825
UGT2B15	-4.935
TIPARP	-2.1065
DNASE1L3	0.0915
TRIM72	1.78416666666667
DBX2	0.6085
IPO8	0.91
C21orf88	-0.8859
MAP3K14	-0.72575
LOC51233	0.617833333333333
GGTLA4	0.43775
PDE6D	0.51025
ZNF117	-0.21925
CLK2	0.356
NKRF	0.52925
TNFSF15	0.6191
DUSP2	1.241875
SECISBP2	-0.1481
GABRR2	-1.831
PPAP2C	0.79375
LOC51145	0.0543333333333333
PAG1	-1.9255
PIK3C3	-0.72075
GNG10	-1.007
APOL4	2.19566666666667
ANKRD28	-0.851125
STMN3	-3.0867
RAB14	-0.2253
CDK2AP2	2.367
HDDC3	-0.98125
COMMD7	0.644
CXXC1	0.4935
HMCN1	-1.2265
CD40	-1.361
DYNC1LI2	-0.354875
GDI1	1.209
LOC646938	-0.00549999999999995
VSNL1	-6.535
PIH1D1	0.718
RAET1G	-2.024
KRTAP5-9	0.362
EFTUD2	-0.6985
ZNF311	0.408666666666667
ATP6V1G3	0.87225
OR2W3	-0.1065
SCN4A	0.14425
MED10	-1.648
FAM135A	-0.1248
ARHGAP4	0.55
EHMT2	1.48625
UFD1L	-0.0595
ERMP1	0.945
MAG1	-3.5994
THAP8	1.705
HACE1	-2.753
FAM82C	0.187833333333333
C3orf20	0.432
UNC84A	-0.578166666666667
SCD5	1.10023076923077
LASS6	-0.47
LSG1	1.20808333333333
MAL	-0.51475
GPR22	0.0335
WDR5B	0.44975
ACTRT1	-0.1685
C17orf60	-2.27
GRIN2C	0.4152
ARMC8	-0.0656666666666667
SLC47A1	-2.539
DMPK	-0.4365
DHRS13	1.996
SMC1A	-0.232666666666667
KRTAP17-1	1.0735
SMYD5	-0.24075
TUSC2	1.182625
CRHR2	0.5975
KIR3DL2	-0.154
CCDC104	0.25475
ATP2C1	0.84625
CROT	-0.94875
PABPC3	-0.279166666666667
EGR1	-0.534166666666667
THSD1	0.36125
KHK	-1.62275
SLC12A2	0.05875
CD58	-1.163
STOX2	2.94183333333333
CCDC76	-1.145
CCDC48	2.9225
DNAH1	0.749833333333333
ZIC4	-0.23525
OR1G1	-1.2315
PSMC6	-0.931
PROKR1	0.213
ABCB1	-0.3925
TRAT1	-2.69575
LLGL1	0.091
MTF1	1.17475
USP54	1.515375
PAGE2B	-1.0355
ITGB7	-4.906
CCDC81	0.3695
LOC149837	0.264
SCUBE1	1.409
ZSCAN10	0.9165
HUWE1	0.589571428571429
CDH17	-1.0325
CD180	-1.136
IL17A	0.47475
TMPO	-0.388875
KIAA1524	-0.521333333333333
HDGFRP3	-0.386833333333333
OXCT1	-1.27936363636364
RRAS2	-0.597833333333333
LTBP2	2.549
SV2B	-1.05416666666667
CYP2A6	0.271428571428571
PKD1L2	-0.0821666666666667
PPM1M	-0.36975
FLJ22662	1.14216666666667
ZNF502	2.781
GP6	0.031
CRYBA2	-1.6025
LEF1	-2.7082
CTPS	-1.47385714285714
EYA1	-3.3842
EPS8L1	2.7875
MAPK14	-0.5625
SERPINB2	-4.973625
GTF2F2	-0.00966666666666667
ZNHIT4	0.186
PLA1A	-0.373
C20orf114	0.241
HPR	-4.4015
C18orf2	0.118666666666667
SATB2	-1.87725
KCNJ9	0.3605
MGC157906	0.845
MOCS3	-0.28425
C17orf71	-0.740166666666667
PPHLN1	-0.3518
HIST1H2BN	0.041
RAPGEF1	-0.16875
MAP3K8	0.22325
DLG4	0.868833333333333
STC1	-0.60125
CDGAP	-1.04525
DDX26B	-0.0455
LOC150223	-0.5765
CPSF3	-0.453666666666667
TMEM14A	-0.7335
MYH3	-1.7595
GPKOW	-0.33425
SULT1A1	-0.922666666666667
SPON1	6.593
YY1AP1	-0.0328333333333333
RAB23	-0.54575
PLA2G4A	-4.9475
MAPRE3	-0.475
ZNF516	1.143
GGPS1	-0.12175
EXOC3L2	-0.195875
C19orf42	0.577
MAP2K2	-0.278666666666667
HIST1H2BB	0.2235
RNF19B	0.610166666666667
C6orf128	0.741
TLR8	-0.3485
PCDHA9	0.6425
CARS2	0.112375
CLUL1	4.42316666666667
RHAG	-5.024
UNK	1.0785
EXOC8	-0.6404
C9orf95	0.166
C14orf143	-0.7738
MAML3	0.396625
LDHA	-2.40925
MRPL20	-0.210875
KLHDC6	0.813333333333333
ATP5S	0.1155
C8orf55	-0.0735
PHF19	-1.498
KRTAP13-4	0.4035
TTC5	-1.3135
XKR5	-0.27275
SILV	-5.35033333333333
TEX28	-0.227
TCTN1	1.06775
CX40.1	0.66925
PPP2R5C	-1.23875
C12orf30	-1.4395
CAPG	2.36725
MPZL1	0.2045
ARSB	0.340333333333333
TDH	-1.519
WASF4	0.3475
TSSK3	-0.9065
7A5	0.8685
CRISPLD1	2.872375
MAD1L1	0.984
SPIN4	-0.803333333333333
AMPD1	-2.033
DPYSL5	-0.701
INPP1	-0.629166666666667
ANKRD11	0.193055555555556
NPAS4	0.334
GCET2	-1.0003
RNASE9	1.4215
GUCY2D	0.286
CCDC98	-0.49725
FGF4	-0.3705
CPM	-2.50983333333333
SLC26A4	-1.00283333333333
PLD5	-0.20675
FAM59A	0.5308
FBXO5	-1.895
SIPA1L1	0.558875
DPYS	0.90875
ATG4D	1.14325
TGM3	-0.201
MTCH1	-0.67525
HK1	0.204461538461539
CDC26	0.278
GALNT12	1.09483333333333
LOC339229	0.703
MRPL35	0.37725
ORC4L	0.017625
TNKS	-0.423
C2orf24	1.262
ZNF553	1.78133333333333
GGTLA1	1.4438
ZNF497	0.37075
CDY1B	0.50675
SLC30A4	0.248125
TUB	-0.681375
ARHGEF18	-0.16425
ARRB1	-2.125
KCNK1	0.082375
EREG	-2.61744444444444
SCAMP5	1.688
RUNDC3B	1.33575
ADAMTS20	0.403
IL17RB	-2.869125
FLJ20323	-1.606
MCAM	0.082625
POLR3E	-1.47183333333333
AQR	0.990166666666667
IPMK	0.103
CDCA7	-2.944625
CAMP	-0.47075
GRHL3	1.66725
ADAMTSL2	0.689166666666667
CLMN	1.399
SSTR3	0.884
MAGEA5	-2.06066666666667
OVOL2	4.8945
JMJD1B	0.86275
RBL2	-0.8112
PYGO2	1.35825
PPP1R10	0.691166666666667
CSE1L	-1.21
LCA5	0.06675
RDH16	-0.45725
ASRGL1	2.007
TOM1	-1.114
PTX3	-5.194
TTC15	1.09225
SCGB3A1	2.742
MRPL50	-0.82675
RCAN3	1.05825
SLC26A11	1.19575
STYX	-1.24166666666667
CINP	-1.07475
MARCH7	-0.94675
PFKM	0.188666666666667
SGMS1	-0.119666666666667
RIOK3	-0.4887
C1orf110	0.285
CES7	0.109428571428571
LOC440248	-0.6245
PPP1R12C	0.1005
C10orf27	0.488
ATG9A	1.411
MRPS26	1.5485
TMEM40	0.9745
ELP3	-0.4724
ZNF787	1.6618
HIAT1	-1.37775
C8orf34	1.56366666666667
MGC4655	0.2002
PELI1	1.18566666666667
PPT1	-0.411
SLC35C2	-0.535666666666667
C6orf125	0.54975
MUC4	1.76383333333333
RFC4	-1.54414285714286
GNB2	-0.3555
NUP50	-0.481071428571429
SULT4A1	-0.4618
C7	0.13275
CCDC130	0.792833333333333
ARRDC4	-0.09775
RQCD1	-0.42475
GLYCTK	0.429
AYTL2	-0.718818181818182
MTUS1	0.2359
LEMD3	-0.536666666666667
PLEKHF2	-1.576
HOXA7	3.54175
GTF3C2	-0.6055
DYNLRB2	0.46975
CNOT10	-0.00225
MR1	-1.98733333333333
FFAR1	-0.1995
PRIC285	0.382
SLITRK6	2.4735
LIX1	4.5445
UBE1L2	-0.745583333333333
F8	-0.434875
ACHE	0.0731666666666667
KPNA5	-1.504
TNFRSF12A	-0.232
EGR3	-2.462
SERPIND1	-4.551
OASL	2.3715
IFRD1	-1.3915
WDFY1	0.171166666666667
ZNF267	-1.2335
ACCN5	0.236
ZBTB6	0.3385
PPP1R3A	-2.058
PRRT3	1.83425
FBXL19	0.129
TXNIP	-0.6625
ACTN2	-2.36666666666667
ATG9B	-0.077875
C9orf117	1.283
IL27	0.955
RPL36AL	0.373833333333333
KLK15	0.0613333333333333
CHAD	0.9765
RAP2B	-1.2025
HEBP2	1.12625
ZNF342	0.7215
CAMK2G	0.345666666666667
TLR3	0.73825
FGF14	0.337
HMGB2	0.3715
TRPM5	2.25183333333333
OR5M11	0.2485
KIF3B	1.91952631578947
PRICKLE2	1.329
MTMR9	-1.596
C3orf27	0.39175
GLRA3	-1.05683333333333
NSDHL	1.0885
TMEM32	-1.29275
POLR2D	-0.672416666666667
MYADML	0.398
C9orf114	-0.06875
MRGPRX1	4.3305
TOPORS	0.91275
CLDN19	3.19325
C1QL4	2.8665
RNF165	-0.065
DHRS9	-2.29475
DNAH2	0.3155
FXR1	-1.15266666666667
ZMYM3	0.34775
CASP3	0.459833333333333
FAM120C	-0.403375
SCLY	-0.82075
CA7	0.5575
ENTPD5	0.648666666666667
ZNF461	-0.06925
PDIA5	-0.441
C1orf19	-0.926166666666667
TMEM67	-0.654
KCTD20	-0.8925
WDR47	0.04
FLJ38723	0.373
KLRF1	1.35066666666667
TAS2R16	0.181
CLDN12	-1.038
PRKCE	0.837
UBXD4	-0.52375
ITGAM	1.032
GLT8D3	0.299625
WDR31	0.417666666666667
RGS2	-2.948
OR51L1	0.422
MST1R	-0.322
KIAA1737	1.718
OR4A5	0.2975
GLIS1	-0.8155
PTMA	1.88021428571429
NAPA	0.83525
PRDM11	1.58825
LIPF	0.4985
DIRAS3	4.31125
ASGR2	-5.354125
C1QTNF4	1.069
PIK3R4	-0.301666666666667
ARMC3	3.22325
NDUFV3	0.8065
BTBD3	0.41
PPP1R2	0.0219166666666667
UBE2NL	0.90375
FOSL2	0.907071428571428
FAM119A	-0.488
TUBA4A	-0.5444
KRTAP12-1	0.27825
SFRS2	-0.73075
RHPN1	0.7261
EEF2	-0.890333333333333
ZDHHC11	-3.43066666666667
EPHA3	-2.762
RBM12	-0.108
H2AFJ	-0.775916666666667
EDIL3	1.6935
KIF26A	-2.43375
SERGEF	-0.528
B3GALT4	2.809
LOC90925	0.220166666666667
OSCAR	-0.58125
NPFF	-0.54325
DEDD	0.7595
TMEM155	-0.29275
PTPN1	-0.592
SCYL2	-0.429833333333333
SKAP1	0.93275
LEAP2	-2.03233333333333
GADD45G	2.4745
IFITM3	1.82214285714286
PILRB	-0.198666666666667
SLU7	0.118125
DSC3	1.19725
DNMT3L	-0.2975
PAPD5	-0.47575
B3GNT3	2.47733333333333
LHCGR	1.7925
MSL-1	-0.715
UBE2S	-0.374375
SAP130	-0.5695
ANAPC11	0.751
MAGED4B	0.987
ATP6V1B2	-1.04133333333333
C14orf179	0.394625
CAPZA1	-1.275625
CDYL2	-0.735333333333333
GLRX3	-1.04966666666667
LOC136288	0.03225
MOBKL1A	0.02475
HTR2B	1.899
CRYGD	0.6764
NUS1	-0.5925
PGRMC1	1.3635
MYOM2	-1.60825
FLJ39653	-1.72233333333333
CHM	-0.1694
OR5M8	0.47
ZNF619	0.5885
FAM105A	-1.63
CCNL1	-1.166375
NAP1L3	0.171
C10orf57	1.18866666666667
B3GALNT1	-0.0228333333333333
CSN1S2A	-0.083
TCP10L	0.51675
GDAP2	0.16725
DMKN	1.6865
COX6B1	1.46475
DNASE2	0.7485
MSH5	-1.62225
LGMN	0.563
USP31	-0.952
OR13C8	0.7675
SDCBP	-1.4586
NUDT11	-3.42616666666667
PYGL	-0.216666666666667
SNPH	0.7225
B3GNT4	0.2885
MIZF	0.068
NUBPL	-2.09557142857143
NOD1	0.910166666666667
CDH22	1.653
NUBP1	0.876
DSCAM	-4.15825
DGKI	-1.3585
FAM136A	0.2745
AKAP1	0.74
SLC16A6	-2.69075
RIN3	-0.63175
PSG2	-0.37825
DIP2B	-0.312416666666667
PSORS1C1	-1.2535
KIAA0495	-0.143
FLJ90709	0.0275
LPA	0.150333333333333
PIGA	-0.9582
LY75	0.8835
UTS2	-7.62316666666667
RREB1	0.043625
GALNACT-2	-0.3527
MGC3196	0.373
FLJ31568	1.76425
LPHN1	0.59025
SP1	1.7245
TOX4	-0.108333333333333
HSPA9	0.176
APOBEC1	-0.1835
SLC35E4	-1.492
LSM5	-0.83375
SURF1	-0.9305
ZBTB1	-0.467583333333333
GTF2F1	0.8195
RPS15A	-0.502214285714286
DUSP21	0.22425
GINS4	-1.23916666666667
MYO15A	-0.971333333333333
GIMAP7	1.21525
MGC13379	1.31725
ATP6V1E2	-1.37583333333333
UTP3	-0.54825
HNRPA3	-0.1389375
MT4	0.177
C14orf155	0.636
U1SNRNPBP	2.23425
CKLF	-1.84733333333333
PLEKHN1	-0.509166666666667
MBNL1	-0.54475
NUP160	-1.0165
ACSM2A	0.0247499999999999
LOC129881	2.64975
KIAA1529	-0.0565
FLJ22639	-1.121
HAND1	-0.671
GSX1	0.576
FGA	-4.76692857142857
SERPINB1	-1.11675
ZNF642	1.053
IGFBP1	-9.560625
SLC1A1	-1.651875
DHX57	0.442
ZNF766	-0.1485
PTPN21	0.4528
GDPD3	-1.08983333333333
PNPLA5	0.298
TBR1	0.2496
FAM116A	-0.1105
IQGAP1	-0.152625
FOS	-2.05325
ZNF226	-0.498375
FIGNL1	-0.657666666666667
C14orf1	-0.287166666666667
ZMYND17	-0.528
PUS7	-0.5825
TUBB6	-0.640125
KCNQ2	-1.599
MARCH6	-0.2125
CCDC33	1.7335
PRODH	0.11575
RBM11	-0.33525
EPHA6	1.679625
SLC43A1	-2.24125
LOC196541	0.62625
NTN1	1.89366666666667
ING4	0.285
PCDHB10	1.72775
DPH2	-0.485333333333333
SPACA4	0.32825
FBXL21	-4.0415
DIAPH1	-0.0886666666666667
ZNF71	1.176
CEP76	0.1745
CORO1A	-2.37475
RRM2	-2.744
EDG4	1.38525
OS9	1.12633333333333
SLC4A1AP	0.1955
COG5	-1.271
COPS8	-0.916
NGLY1	-1.3985
NCBP2	1.0405
C17orf42	-0.5845
GPSM3	0.138875
SIL1	0.898333333333333
ASB6	-0.296
SMAD5OS	0.236333333333333
UNC93A	-2.846625
A1BG	0.3795
C21orf62	0.251666666666667
FMO5	-2.78063636363636
ATRIP	0.543333333333333
CEBPG	0.798
C7orf38	0.0848333333333333
TNFRSF1B	-0.5435
CLEC1A	1.2536
IQSEC1	0.19475
PATZ1	2.5855
RBM22	1.521375
BAG2	-2.95266666666667
PAQR5	-1.2835
C9orf127	0.5889
THNSL1	-0.141
SHROOM3	2.7487
JAM2	-1.10025
SNRPN	-2.2655
ALX4	-0.0235
CACNA1S	0.06
FAM130A1	1.0445
CORIN	-0.706
CD300LB	0.673
PLEKHG6	0.8885
LRRC40	-1.22475
PCLKC	-1.363
PCDHB16	-0.823166666666667
WNT2B	2.02916666666667
ASNS	-1.76944444444444
MRPL49	0.710125
FLJ46111	-0.17125
ISG20	-0.3705
SMU1	-0.448333333333333
CASZ1	0.288
POLR1D	-0.42675
GIN1	-1.2205
SNAG1	0.143333333333333
ANKRD29	-0.92625
CDKN2AIP	2.384
KRR1	-0.056
CXCL1	-1.9755
EPM2A	-0.6362
PC	-0.511333333333333
DEFB127	0.7335
PDZRN4	1.026
FAH	-1.116625
OR51E1	0.521
CDC2L6	0.747833333333333
DNTTIP1	-0.28425
PAX8	4.18625
TMEM116	-0.6465
C1orf150	0.399
PRO2012	-0.205333333333333
MRPL40	-0.276166666666667
BEX1	-1.8837
SLC2A4	1.32566666666667
PKMYT1	-0.401
FEZF2	-0.231833333333333
SLC26A9	-0.791666666666667
MAP2	2.50008333333333
LYL1	-2.3415
SLC25A19	0.387833333333333
NOS3	-0.0055
ZNF34	0.860833333333333
TMPRSS11F	1.4815
FAM43A	1.29625
FCRL4	-0.0103333333333333
KLF14	0.36725
FLRT2	-1.74366666666667
WRN	-2.15525
SDF2	0.5071
KRT8P12	0.285
C6orf195	-1.4185
C9orf125	1.57933333333333
DZIP3	0.07025
RIT1	0.183416666666667
SCML1	-1.92233333333333
RHBDF2	0.194375
OR2G3	0.8425
REXO1L1	0.919
MAP3K7IP3	-0.691625
C3orf57	-6.4585
FBXW11	-0.369666666666667
ETAA1	0.219
C14orf131	-0.1668
AKT1S1	-0.373
SLC12A5	-0.80075
C9orf164	3.20725
NRIP3	-0.82825
NOS1AP	-0.661
TMEM121	-1.03175
SAP30BP	0.9531
DGCR6	0.799
WDR76	-1.421
FAM82B	-0.941666666666667
LOC606495	-0.218
MAP9	2.09616666666667
BCDIN3D	-0.02975
CXorf36	3.06833333333333
DSCR3	-1.1361
ZFAND3	0.98575
C7orf43	0.587833333333333
SPSB3	0.6973
C19orf19	0.8285
FAM133A	-2.16828571428571
C12orf25	0.45925
SLC39A3	-0.468375
DISP2	-2.354
PI4KAP2	-1.5995
MKRN3	0.6785
ADAMTS13	-0.455375
CBLN3	0.5209
TTYH1	0.3535
C3orf18	0.639
FLJ13236	1.2645
ZMYND12	2.88625
C18orf25	0.30725
GLB1L3	-0.7995
ATP13A5	0.294
RANBP10	-1.1585
CD96	-3.0187
DENND1C	0.02775
RBMS3	1.1242
SLC41A3	0.459333333333333
DGCR6L	0.4515
TMEM128	-0.319666666666667
CSNK1G3	-0.403214285714286
MOBKL2C	1.106625
TSPAN6	0.902
MATN2	0.8418
MSL2L1	1.036
ST6GALNAC2	-0.836333333333333
FGFBP2	-0.504
FGL1	-7.8152
MPP3	-3.28266666666667
ARHGEF6	-1.3415
TGFBR2	0.7575
ACMSD	-0.96375
IL33	2.3985
C9orf5	-0.315416666666667
DEAF1	1.3521
AMN	-0.3255
DEFA6	0.693428571428571
RNF212	-0.3075
METT5D1	-1.06216666666667
CIB1	-0.3678
TSSK1B	0.848
KIAA1727	1.675
ZNF680	-0.528083333333333
LOC399900	-1.0645
LOC152217	0.466666666666667
CTNNAL1	-1.385
CIT	-0.44325
TLE6	0.28775
ZNF607	-0.09575
HERC4	-1.429
DRAP1	0.4188
PEMT	-0.19975
C10orf111	0.483
ZNF575	0.78375
KCTD7	0.24075
MYO1F	-0.355375
LOC285382	-1.3225
RAB11A	0.2357
PLCD3	-0.29175
C15orf28	0.99375
PTBP2	0.1375
CTB-1048E9.5	-0.504125
C19orf60	1.24516666666667
C7orf25	0.2425
SETD7	-1.02
HOXB9	-0.156
VANGL1	1.5608125
CHAF1B	-1.38725
NDUFA3	1.52575
KIAA1328	0.245166666666667
SHARPIN	0.425125
TTC23	0.6655
UGP2	-0.327416666666667
ANKIB1	0.2349
CIRBP	0.234714285714286
SEC14L4	-1.33433333333333
OVCH1	0.562833333333333
VPS52	0.1105
FAT	-1.345625
M6PRBP1	-1.6755
GPRIN3	1.579
PPM1F	-0.249666666666667
TSR1	0.07625
CCDC85A	0.46425
PCSK5	3.66575
ZFHX3	1.243
HEMK1	-0.9321
PGBD2	0.29325
RSRC2	0.5765
AURKC	-1.27716666666667
SCRIB	1.26225
ORM2	-4.6975
FAM115A	1.1365
FZD6	0.345375
UNC119	1.25716666666667
GPX3	0.7533
NOV	0.941
CABC1	-0.487
CDC42SE2	-0.32925
EIF2S2	-1.2713
RNF130	0.799714285714286
CKAP5	0.669333333333333
RP11-413M3.2	0.612875
C10orf18	-0.5439
TMEM93	0.593
DYX1C1	2.506
KCNMB2	-0.390875
ANK3	1.38716666666667
KRT5	0.56
CDH12	1.05
QRSL1	-0.921375
JUB	0.387
SHC4	-0.084875
CCL15	0.613666666666667
CCDC22	0.42475
SNX24	0.4695
RARS	-0.98125
MORC2	0.699625
FAM48A	0.305
MT1H	-2.3285
PPP1R14C	1.72366666666667
FOXD1	-3.25928571428571
C1orf213	-1.5415
AMT	-2.2603
DSN1	-1.13875
PTPLAD2	0.27
DIS3L	0.12175
RASL11A	-0.8815
GPRC5B	1.90475
FRMD7	1.256
STRN4	0.8095
KITLG	-1.22357142857143
HDGF	1.1025
OR1S1	0.1265
SETX	-0.4089
DDR2	-1.303
KCTD12	0.4985
LYZL2	0.229666666666667
WDR52	0.7035
TMEM2	-0.058
ZNF579	1.27083333333333
LOC200810	-0.60025
TNFSF9	-2.230125
PPFIA4	-2.2615
CNIH3	1.51
MAP4K4	-0.670428571428571
ROD1	-0.149928571428571
ALS2CR12	-0.988833333333333
DOCK3	2.0955
PAQR9	-5.3245
ASB17	1.1112
STX16	-0.91475
FEZ2	-1.47383333333333
DLAT	-0.479166666666667
KIF21B	-1.72233333333333
CDC5L	0.4705
TMEM119	0.107166666666667
CRIP3	-0.26525
TPSD1	0.305166666666667
TEPP	0.44425
GNGT2	0.77925
C21orf121	1.8125
WNK1	-1.22716666666667
FLJ10490	0.686
OR51B5	-2.7855
LOC203547	-0.83275
HAS1	-0.7605
PPA1	-0.131333333333333
ST7	0.39625
C11orf46	0.4038
POPDC3	-3.78833333333333
ACOX2	-1.18066666666667
ATCAY	-0.155916666666667
TM4SF19	-2.56875
MFSD9	1.2535
PDHB	-0.00725
ERN1	0.06125
LCE3C	0.2105
GPR111	0.937
NOTCH3	2.688
ADAMTS5	2.62725
B3GALT1	0.526
UGCGL1	1.08766666666667
FAM58A	2.218
FBXO32	-1.884
CLPP	-0.29375
NXPH1	-0.9635
MTMR3	0.804333333333333
ATP1B3	-0.1375
TMEM16A	4.560125
HIST1H3F	0.602166666666667
TRIM25	0.784
SDCBP2	0.688
CRKL	-1.383625
HOXB2	2.197
ANP32B	0.52775
GATM	1.0545
AP4E1	-0.186875
EDG5	0.617625
CDKN3	-0.7405
CDH4	-2.717
PGD	-0.819166666666667
RND1	0.374
GAD1	-2.6246
MPG	0.332625
LOC440350	0.2365
ZNF133	1.09775
SERPINB12	-0.508
AMELY	0.381166666666667
DHX36	-0.99025
TNFAIP8L2	1.93766666666667
PHTF2	-0.392
CCDC112	0.304666666666667
IQCC	-0.175
HEYL	2.06466666666667
FTSJ2	0.907833333333333
APPL1	0.385125
RAB43	0.357071428571428
OR10G2	-0.531
WAC	0.474333333333333
ADCY9	-0.474
RUNDC2B	1.12633333333333
PYCRL	0.6154
AGPAT7	1.46583333333333
SLC22A9	-0.475333333333333
CDKAL1	0.045
PDYN	0.00566666666666667
C20orf74	0.545
MTMR11	0.5205
VAV3	2.90875
DAPL1	4.7975
STXBP3	0.1675
EIF3G	-1.044
ARHGAP22	-1.50675
NPFFR1	0.44
NPC1	-0.957166666666667
ALDH9A1	0.270166666666667
ZNF600	0.453
ZNF678	0.0198333333333333
RASSF1	-0.684416666666667
ADD2	-2.0525
PITPNB	-0.14125
PKD2L2	-0.347875
LRP11	-1.814
CDKL1	-0.2335
SMEK2	0.67975
PRODH2	-3.994
C11orf54	-0.424666666666667
SFRS11	-1.32233333333333
IL7	-1.72783333333333
ALS2CR16	0.13625
BTG3	-0.297333333333333
PAK2	-0.392111111111111
RP11-679B17.1	-0.29825
GATA4	-0.9605
ATP2B1	1.681
LOC130940	0.4765
C1orf172	2.11983333333333
ATF7IP2	-4.4035
SLC25A43	-0.0175
CENTG3	0.7215
IGF2BP1	-3.6312
FCHSD1	0.6035
CAMK2N2	1.1585
ELAVL3	0.8718
NBPF15	-0.408
UBE2J2	0.0755
GNL2	0.5465
PRR3	0.6718
NLF2	1.4285
OR4F6	0.4025
KLHL24	1.621
CCDC88A	-3.0669
SGPP1	-2.1765
C10orf11	2.36366666666667
SLC35B4	-0.356833333333333
UGT3A2	-0.583
ARNT2	2.8444
CBR1	0.05575
ITPR3	-0.182833333333333
TRAPPC6B	-0.3286
AMZ1	-0.4595
ARP11	2.7575
WDSUB1	-0.4135
APBA1	0.368166666666667
RAB2A	-0.2435
C6orf162	-0.193625
HPSE2	0.665
PLCE1	1.8945
INSL3	0.64925
DLG1	0.1664
PTPLA	-5.18625
PIGX	-0.6495
TFIP11	0.624333333333333
FIBIN	0.907
POLR2G	-0.8755
GRAP2	-2.3185
DNAJB8	0.202
CNBP	0.788
WASF1	0.605
INPP5E	-1.3603
HSPB1	1.4819375
TMEM167	-0.4157
CUBN	-0.30625
IGF1	2.72275
ITPK1	0.3384
NAALAD2	-0.326375
G3BP1	-0.1316
NT5DC1	-1.372875
CYP39A1	-0.0405
TMEM139	3.38033333333333
POLK	-1.84911111111111
GLULD1	-1.1425
RBM15	-0.258833333333333
AMZ2	-0.03925
GDF15	-2.885
MESDC2	-0.34875
INCA	-0.491333333333333
ACY1L2	-1.71
GZMM	-1.39133333333333
PAIP1	0.09925
CACNA2D1	0.61925
STK32C	0.5575
SH3BP4	0.779666666666667
DEC1	0.3515
PADI1	0.121
UBB	-2.7766
PON3	-4.3614
PROP1	1.134
ANKRD13B	-0.351
ADCK1	-0.68725
TCF25	-0.120166666666667
SLC38A5	-3.7055
CXorf26	1.156
C19orf39	1.234
PPP1R13B	1.59675
ARL2	-0.1975
TCL6	0.2655
TOP3A	-0.4095
SLC16A14	-0.42475
FXYD6	3.75083333333333
HIST1H4E	0.53125
BBC3	-0.274736842105263
UNC5A	0.997666666666667
FAM86C	-0.103
PI4KB	0.516375
B3GAT1	-3.011
SUSD2	2.737
OAZ2	0.443
NOC4L	0.507
C10orf12	-0.1365
FADS1	-1.38366666666667
LOC144097	1.4615
DKK2	1.5065
KIAA1949	-0.518
RHOT1	0.3546
OXT	0.283
GPR153	1.32025
ARL4A	-2.7965
SAAL1	-0.789
CCDC64	-0.078
USE1	0.180666666666667
HNMT	-2.86366666666667
PCGF3	1.031625
CYP2C19	0.6415
C20orf4	0.629
CCDC11	0.996
ACSBG2	-0.56325
RWDD2A	-0.864
PALLD	1.452
CPLX4	0.9275
LOC492311	-1.40175
KPNA2	0.00583333333333333
MACROD1	0.7115
TMCO3	-0.945833333333333
C15orf52	1.78
BIRC5	-0.108666666666667
PRR16	0.399833333333333
FAM63B	-0.76675
KATNB1	-0.8855
WNT8B	1.6815
CPLX3	0.419
GHR	-0.0174285714285714
